DATE,AXIOMA_ID,NAME,PRICE,CURRENCY,TSO,RETURN,COUNTRY,MARKET CAP
2023-10-04,5VKQC2Z78,BK RAKYAT,5250.0,IDR,151560000000.0,-0.00473934,ID,795690000000000.0
2023-10-04,BMQMXADT9,BAYAN RESOURCES,18175.0,IDR,33333000000.0,-0.00274348,ID,605827275000000.0
2023-10-04,L749W2BF5,BANK MANDIRI (PERS,6125.0,IDR,93333000000.0,0.008230453,ID,571664625000000.0
2023-10-04,VUAUL3FT5,AMMAN MINERAL INTE,6150.0,IDR,71916000000.0,-0.02380952,ID,442283400000000.0
2023-10-04,B4QY2MWY9,NOVA LTD,410.0,ILS,28805085.0,-0.03027448,IL,11810084850.0
2023-10-04,FB1BVXHJ0,RELIANCE INDS,2314.15,INR,6765679613.0,-0.00172551,IN,15656797476423.951
2023-10-04,72GTTB5K5,TATA CONSULTANCY SERVICES LTD,3537.75,INR,3659051373.0,0.006801628,IN,12944808994830.75
2023-10-04,UPW1F8B67,HDFC BANK,1529.5501,INR,7581816038.0,0.014256821,IN,11596767479104.504
2023-10-04,WNUDSTTM2,ICICI BANK,930.0501,INR,7003087787.0,-0.01090078,IN,6513222496608.129
2023-10-04,WWQAJLMW5,INFOSYS LTD,1444.3501,INR,4150357852.0,0.007217643,IN,5994569778571.985
2023-10-04,BBXB23H81,TOYOTA MOTOR CORP,2477.5,JPY,16315000000.0,-0.04894434,JP,40420412500000.0
2023-10-04,MVW39UKK6,NIPPON TEL&TEL CP,171.3,JPY,90550000000.0,-0.0211428,JP,15511215000000.002
2023-10-04,KPQFWBG55,MITSUBISHI UFJ FIN,1206.5,JPY,12688000000.0,-0.05372549,JP,15308072000000.0
2023-10-04,6DRC2HHY0,SONY GROUP CORP,12110.0,JPY,1261081781.0,-0.01223491,JP,15271700367910.0
2023-10-04,DK3U65L60,KEYENCE CORP,54790.0,JPY,243207684.0,0.001462256,JP,13325349006360.0
2023-10-04,ZUVYVKJ59,SAMSUNG ELECTRONIC,67500.0,KRW,5969782550.0,-0.01315789,KR,402960322125000.0
2023-10-04,31NCJ56W7,LG ENERGY SOLUTION,456000.0,KRW,234000000.0,-0.04302204,KR,106704000000000.0
2023-10-04,TQ9DQQMC0,SK HYNIX INC,115400.0,KRW,728002365.0,0.006102877,KR,84011472921000.0
2023-10-04,1Y8QNN138,SAMSUNG BIOLOGICS,691000.0,KRW,71174000.0,0.014684288,KR,49181234000000.0
2023-10-04,PHYFY5Z83,SAMSUNG ELECTRONIC,53300.0,KRW,822886700.0,-0.02201835,KR,43859861110000.0
2023-10-04,BKRL1PQV7,JOHN KEELLS HLDGS,190.0,LKR,1386831607.0,-0.0052356,LK,263498005330.0
2023-10-04,CDBQWABU5,EXPOLANKA HLDGS LT,132.0,LKR,1954915000.0,0.003802281,LK,258048780000.0
2023-10-04,XP355FNV4,LOLC HOLDINGS PLC,417.75,LKR,475200000.0,0.011501211,LK,198514800000.0
2023-10-04,A2BPZFSK3,CEYLON TOBACCO CO,1001.0,LKR,187323751.0,0.0,LK,187511074751.0
2023-10-04,51N8K68W8,LOLC FINANCE PLC,5.0,LKR,33079000000.0,0.020408163,LK,165395000000.0
2023-10-04,4S5UNWAX6,RELIANCE INDS,55.6,USD,3382839807.0,-0.00358418,LU,188085893269.2
2023-10-04,X681W7N71,ITC LTD,5.25,USD,12471000000.0,-0.009434,LU,65472750000.0
2023-10-04,8XY26L5Y8,SK HYNIX INC,85.5,USD,728002365.0,0.01183432,LU,62244202207.5
2023-10-04,3LSMQXY55,LARSEN & TOUBRO,36.4,USD,1405648717.0,-0.01621638,LU,51165613298.799995
2023-10-04,5UHF3ZAU1,TAIWAN CEMENT,5.1,USD,7156181742.0,-0.0097086,LU,36496526884.2
2023-10-04,V8QBNT1V0,INFOSYS LTD,265.0,MXN,4150357852.0,0.0,MX,1099844830780.0
2023-10-04,H7392F4D8,HOYA CORP,1854.9324,MXN,354088520.0,0.0,MX,656810268216.048
2023-10-04,C1XPFAH24,WYNN RESORTS LTD,1592.75,MXN,113936334.0,-0.02105101,MX,181472095978.5
2023-10-04,UTDT6FAW7,CAPCOM CO LTD,593.2738,MXN,266505623.0,0.0,MX,158110803678.57742
2023-10-04,B27BBJC49,ZEPP HEALTH CORP,102.8548,MXN,61949549.0,0.0,MX,6371808472.4852
2023-10-04,P445GZ6V2,MALAYAN BKG BERHAD,8.73,MYR,12060000000.0,-0.00456111,MY,105283800000.0
2023-10-04,T7JRHLZ94,PUBLIC BK BHD,4.05,MYR,19411000000.0,-0.00246313,MY,78614550000.0
2023-10-04,JHDZQXYT2,TENAGA NASIONL BHD,9.96,MYR,5787331871.0,-0.00100303,MY,57641825435.16
2023-10-04,TTF7QTBV4,CIMB GROUP HOLDING,5.4,MYR,10665000000.0,-0.00184847,MY,57591000000.0
2023-10-04,3GTBD2FP8,PETRONAS CHEMICALS,7.1,MYR,8000000000.0,0.014285771,MY,56800000000.0
2023-10-04,KZTJMFUY5,ASML HOLDING NV,557.5,EUR,403138228.0,0.019009136,NL,224749562110.0
2023-10-04,U943XACU1,ASM INTL NV,397.0501,EUR,49428548.0,0.013529164,NL,19625609926.2548
2023-10-04,GCLLVGV88,HAFNIA LIMITED,63.0,NOK,506820170.0,-0.04400598,NO,31929670710.0
2023-10-04,3CF9HRXM5,JINHUI SHIPPING,5.9,NOK,109258943.0,0.001697674,NO,644627763.7
2023-10-04,73VZPZYD7,ANZ GROUP HLDGS LI,26.85,NZD,3005286886.0,0.005618353,NZ,80691952889.1
2023-10-04,3717DUHU2,WESTPAC BKG CORP,22.34,NZD,3509076960.0,-0.02445402,NZ,78392779286.4
2023-10-04,4Q55SRGR8,MERIDIAN ENERGY LTD,5.23,NZD,2587007456.0,0.014548943,NZ,13530048994.880001
2023-10-04,VTTZBZSC0,FISHER & PAYKEL HE,21.73,NZD,582032301.0,0.011638736,NZ,12647561900.73
2023-10-04,PLG7G3H12,AUCKLAND INTL,7.86,NZD,1472820947.0,0.01288652,NZ,11576372643.42
2023-10-04,F3SFJTT76,MANULIFE FINL CORP,1099.0,PHP,1828737429.0,-0.00090909,PH,2009782434471.0
2023-10-04,FCPUSB6P0,SUN LIFE FINL INC,2600.0,PHP,586937220.0,0.019607843,PH,1526036772000.0
2023-10-04,GCZL3J8Y7,SM INVEST CORP,826.5,PHP,1222023358.0,-0.00060459,PH,1010002305387.0
2023-10-04,D4ZBYPWY5,SM PRIME HLDGS,30.95,PHP,28879000000.0,0.028238864,PH,893805050000.0
2023-10-04,VRB7V39L5,BDO UNIBANK INC,140.0,PHP,5268073388.0,-0.0070922,PH,737530274320.0
2023-10-04,FTS1424M9,OIL & GAS DEVELOPM,98.07,PKR,4300928000.0,-0.00487058,PK,421792008960.0
2023-10-04,63C1HM4K9,COLGATE-PALM (PAK),1413.21,PKR,242773288.0,0.032889688,PK,343089638334.48
2023-10-04,5JJ71LBM2,NESTLE PAKISTAN,7100.0,PKR,45349551.0,0.0,PK,321981812100.0
2023-10-04,U2XKA4AS2,MEEZAN BANK,119.39,PKR,1791253194.0,0.01790434,PK,213857718831.66
2023-10-04,GDVZRB9Q5,MARI PETROLEUM CO,1539.15,PKR,133402500.0,-0.00862464,PK,205326457875.0
2023-10-04,M6U1A7C90,GREENX METALS LTD,2.645,PLN,272878939.0,0.023210986,PL,721764793.655
2023-10-04,Z75WX1WY5,DBS GROUP HLDGS,33.22,SGD,2587617625.0,-0.00924536,SG,85960657502.5
2023-10-04,RHYRLT390,OVERSEA-CHINESE BK,12.65,SGD,4514890821.0,-0.01171883,SG,57113368885.65
2023-10-04,MJR7K4KM1,UTD O/S BANK,28.07,SGD,1685923291.0,-0.00707453,SG,47323866778.37
2023-10-04,3LCPH7MD8,SINGAPORE TELECOMM,2.35,SGD,16515000000.0,-0.03292181,SG,38810250000.0
2023-10-04,AAA86PWL7,SINGAPORE TELECOMM,2.35,SGD,16515000000.0,-0.02892549,SG,38810250000.0
2023-10-04,Y4JN79WT1,DELTA ELECTRONICS,83.75,THB,12474000000.0,-0.02046784,TH,1044697500000.0
2023-10-04,1GKFQGHX6,DELTA ELECTRONICS,83.75,THB,12474000000.0,-0.02046784,TH,1044697500000.0
2023-10-04,GXU9A41F6,AIRPORTS OF THAILA,68.5,THB,14286000000.0,-0.02142857,TH,978591000000.0
2023-10-04,2AZ9T6YK4,AIRPORTS OF THAILA,68.5,THB,14286000000.0,-0.02142857,TH,978591000000.0
2023-10-04,PNPVPL2U7,AIRPORTS OF THAILA,68.25,THB,14286000000.0,-0.04545455,TH,975019500000.0
2023-10-04,F9H4FK9C4,"TAIWAN SEMICONDUCTOR MFG. CO., LTD.",520.0,TWD,25932000000.0,-0.01701323,TW,13484640000000.0
2023-10-04,HBQRAXYD3,"HON HAI PRECISION IND CO., LTD.",103.0,TWD,13863000000.0,-0.00961538,TW,1427889000000.0
2023-10-04,B6YYLWN97,MEDIATEK INCORPORATION,780.0,TWD,1599507000.0,0.010362694,TW,1247615460000.0
2023-10-04,M86XC4315,QUANTA COMPUTER INC.,250.5,TWD,3862627000.0,0.00804829,TW,967588063500.0
2023-10-04,C8Y2K2D82,"CHUNGHWA TELECOM CO., LTD.",115.0,TWD,7757447000.0,-0.00862069,TW,892106405000.0
2023-10-04,GRP164290,TAIWAN SEMICONDUCTOR MFG LTD ADR,86.67,USD,5186414000.0,0.014752306,US,449506501380.0
2023-10-04,833VW3AT0,TENCENT HOLDINGS LIMITED ADR,37.93,USD,9556352000.0,-0.00236749,US,362472431360.0
2023-10-04,A7XMPMUY8,PT BANK CENTRAL ASIA TBK ADR,14.624,USD,24655000000.0,0.006850494,US,360554720000.0
2023-10-04,RFGJNZKU0,TENCENT HOLDINGS LIMITED,37.802,USD,9527640000.0,-0.00468671,US,360163847280.0
2023-10-04,NCZWB3HX3,BROADCOM LTD,823.81,USD,412736000.0,0.01102068,US,340016044160.0
2023-10-04,Q6BWDKTY4,JS COMM BANK FOREI,86300.0,VND,5589091262.0,0.0,VN,482338575910600.0
2023-10-04,2P7HN88P4,JSC BANK FOR INV &,42500.0,VND,5058523816.0,0.022864019,VN,214987262180000.0
2023-10-04,7G5RWQCK5,PETROVIETNAM GAS J,85800.0,VND,2296740919.0,-0.00579374,VN,197060370850200.0
2023-10-04,ZX8GXGJX4,VINHOMES JSC,44600.0,VND,4354367488.0,0.012485812,VN,194204789964800.0
2023-10-04,G5T2UMP74,VINGROUP JSC,46100.0,VND,3813935561.0,0.035955056,VN,175822429362100.0
2023-10-04,K6Z8XCUB1,BHP GROUP LTD,530.74,ZAR,5068739787.0,-0.00446451,ZA,2690182954552.38
2023-10-04,3J9599DS3,PROSUS N.V.,551.94,ZAR,2659554005.0,0.006638518,ZA,1467914237519.7002
2023-10-04,92FJ9Q2Y8,SOUTH32 LTD,40.54,ZAR,4535378773.0,-0.00928653,ZA,183864255457.41998
2023-10-04,V67UPRL19,GRINDROD SHIPPING,193.99,ZAR,19472008.0,-5.155e-08,ZA,3777374831.92
2023-10-04,GHCHQCRK9,MC MINING LTD,2.05,ZAR,399665202.0,0.04060908,ZA,819313664.0999999
