"DATE","AXIOMA_ID","NAME","PRICE","CURRENCY","TSO","RETURN","COUNTRY"
"2023-09-28","KPXKJ4781","INNOVATIVE TECH",21.15,"INR",22465000,-.03776143,"IN"
"2023-09-28","KYUYRMLQ0","A.F. ENTERPRISES L",4.71,"INR",36695453.6,.002127681,"IN"
"2023-09-28","ZD9SS3S65","RICHY PLACE 2002 P",.65,"THB",1628322777,-.01515152,"TH"
"2023-09-28","ZP76ZM5N6","RICHY PLACE 2002 P",.65,"THB",1628322777,-.01515159,"TH"
"2023-09-28","1821GMXL1","LAJIN ENTERTAINMEN",.046,"HKD",4209131046,.150000025,"HK"
"2023-09-28","1HYFQ5B27","TRIVENI ENTERPRISE",2.56,"INR",57240000,-.00389093,"IN"
"2023-09-28","FHC5HDPB6","URBANISE.COM LTD",.435,"AUD",64180510,-.01136361,"AU"
"2023-09-28","HALQN63X7","ENGRO POWERGEN QAD",22.74,"PKR",323800000,-.00394227,"PK"
"2023-09-28","LCQ97TD34","ASIA RESOURCES HLD",.115,"HKD",938402800,0,"HK"
"2023-09-28","7X843SQZ6","POWER SOLUTION TEC",1,"THB",2371949580,.010101,"TH"
"2023-09-28","756FD5CH8","LH SHOPPING CENTER",9.8,"THB",488064700,-.00507616,"TH"
"2023-09-28","M46JXDCU8","GENERAL OYSTER INC",1860,"JPY",4027700,-.04123711,"JP"
"2023-09-28","MD3Y5WSA4","HEALTHCARE & MEDIC",145600,"JPY",359500,-.01688049,"JP"
"2023-09-28","MP1CDF5S1","SLD ENTERTAINMENT",1035,"JPY",1560864,.013712047,"JP"
"2023-09-28","FTB37NMZ5","LITHIUM AUSTRALIA",.033,"AUD",1222191672,-.05714288,"AU"
"2023-09-28","GGL1PH1R9","GREEN TECH VENTURE",.19,"THB",1.3131E+10,0,"TH"
"2023-09-28","LTGX6VAH3","3SBIO INC",6.7,"HKD",2438920412,-.01903369,"HK"
"2023-09-28","M3DBFCPY9","G CAPITAL PUBLIC C",.66,"THB",404038309,-.12,"TH"
"2023-09-28","MCARNW3F9","SKY TOWER PCL",2.1789,"THB",3697251400,0,"TH"
"2023-09-28","MN85WDGW7","AXCEN PHOTONICS CORPORATION",34.3,"TWD",33750000,-.04456825,"TW"
"2023-09-28","P3JT2V855","TIGA GAMING INC.",19.2,"TWD",26324000,0,"TW"
"2023-09-28","HUSHM1N57","NAKAMURA CHOUKOU C",493,"JPY",11020900,-.00804829,"JP"
"2023-09-28","J4PWUK1M9","ECONOS CO LTD",615,"JPY",1313898,0,"JP"
"2023-09-28","LC27QN5C5","MENICON CO LTD",1907.5,"JPY",76564388,-.01472107,"JP"
"2023-09-28","LMYMY5JU0","FUJI DIE CO LTD",649,"JPY",20000000,0,"JP"
"2023-09-28","LWW26NXA4","FUNDELY CO LTD",326,"JPY",6457500,-.0030581,"JP"
"2023-09-28","MJFFNLJ54","EST TOOLS CO LTD",26.31,"CNY",165679281,.066909722,"CN"
"2023-09-28","MTBUW3WM1","GUANG DONG SITONG",6.32,"CNY",320016000,.019354807,"CN"
"2023-09-28","N3994MA32","OPTICS TECHNOLOGY",19.3,"CNY",137672835,.018470029,"CN"
"2023-09-28","9FCG8ZRA4","XINMING CHINA HOLD",.012,"HKD",1878622000,0,"HK"
"2023-09-28","9Q9VHJ4S3","GUOLIAN SECURITIES",3.58,"HKD",442640000,-.01648362,"HK"
"2023-09-28","7C4UCM295","ITOKURO INC",321,"JPY",22680000,-.01533742,"JP"
"2023-09-28","A8R3QJKS5","WILLAS-ARRAY ELECT",2.06,"HKD",87622049,0,"HK"
"2023-09-28","R6PSG5275","ADHERIUM LTD",.004,"AUD",4999408315,0,"AU"
"2023-09-28","S6Y64XYT1","MAZDA LTD",1129.55,"INR",4005000,.1393485,"IN"
"2023-09-28","FDQYGRQG5","INTERLINK TELECOM",5.0307,"THB",1388929573,0,"TH"
"2023-09-28","TY3L1T8K0","A-ZENITH HOME FUR",5.78,"CNY",262752000,.026642912,"CN"
"2023-09-28","XA4JUXX63","SHENZHEN YUTO PACK",24.68,"CNY",930513553,.009819557,"CN"
"2023-09-28","XL1Y3GAN4","CENTER INTERNATION",18.7,"CNY",538799978,.001070878,"CN"
"2023-09-28","5LQUY5V94","WRKR LTD",.028,"AUD",1271589025,-.03448272,"AU"
"2023-09-28","9KA7884R3","AMA MARINE PCL",4.42,"THB",517916773,.009132397,"TH"
"2023-09-28","9U7MGRJ79","AMA MARINE PCL",4.42,"THB",517916773,.00913242,"TH"
"2023-09-28","A451Q8WP9","AMA MARINE PCL",11.975,"THB",517916773,0,"TH"
"2023-09-28","CWB62CTC7","BIEM L FDLKK GARME",33.63,"CNY",570707084,.004180322,"CN"
"2023-09-28","D68L9W6U8","YONGJI PRINTING CO",8.15,"CNY",419968066,.001228415,"CN"
"2023-09-28","DG5ZJDLA6","BEIJING CERTIFICAT",29.69,"CNY",270000000,.00644078,"CN"
"2023-09-28","RVUY5DKJ0","SENSERA LTD",.002,"AUD",413996443,0,"AU"
"2023-09-28","UP23HJG73","NO 25 CENTRAL PHAMACEUTICAL",9800,"VND",13294630,0,"VN"
"2023-09-28","NTBTARXF8","HOCHIMINH CITY PUBLIC LIGHTING",9600,"VND",28400000,0,"VN"
"2023-09-28","P397K9AW1","KALAMAZOO RESOURCE",.094,"AUD",169583757,-.06000046,"AU"
"2023-09-28","YNXDJH6N6","JILIN JLU COMMUNIC",9.5,"CNY",272570030,.057906506,"CN"
"2023-09-28","YXUTRZL48","GUANGDONG XIONGSU",7.97,"CNY",358131567,.015286611,"CN"
"2023-09-28","Z7S7ZHYL4","CHINA GALAXY SECUR",10.99,"CNY",6861187295,-.00272241,"CN"
"2023-09-28","4YD8Z7LK1","JIANGSU ZHANGJIAGA",4.47,"CNY",2169649764,-.00223199,"CN"
"2023-09-28","58AP7QZ18","ANHUI GENUINE NEW",8.49,"CNY",524485465,0,"CN"
"2023-09-28","QWWCY23F4","ADD INDUTRY (ZHEJI",9.71,"CNY",222501103,.029692438,"CN"
"2023-09-28","R6TT6KGW7","LEON TECHNOLOGY CO",10.25,"CNY",464798231,.049129936,"CN"
"2023-09-28","RGR7F2VC2","SHENZHEN FRD SCIEN",19.07,"CNY",575372831,.095347709,"CN"
"2023-09-28","RRNMNL8U4","WISDOM ED INTL HLD",.15,"HKD",2178154000,.020407888,"HK"
"2023-09-28","PMQFS9RW6","QIJING MACHINERY C",13.78,"CNY",192143072,.024535316,"CN"
"2023-09-28","PWMUZT5C1","DALIAN BIO-CHEM CO",10.72,"CNY",360318191,.004686035,"CN"
"2023-09-28","91CR93GU9","PEGATRON CORP",11.9,"USD",532916071,.008474491,"LU"
"2023-09-28","ADYTFNF66","GUANGDONG TOPSTAR",15.98,"CNY",424830186,-.00868462,"CN"
"2023-09-28","APW7P5TN5","KUNSHAN KERSEN SCI",7.61,"CNY",554879690,.026990527,"CN"
"2023-09-28","AYTMWP741","SHANGHAI ATHUB CO",20.59,"CNY",460498076,-.00242263,"CN"
"2023-09-28","B8R256LL1","HANGZHOU XZB TECH",23.36,"CNY",135107896,.024561268,"CN"
"2023-09-28","CNB4ARJX5","SHENZHEN TXD TECHN",16.16,"CNY",327551705,.043927907,"CN"
"2023-09-28","CX8JK8XD3","JIANGSHAN OUPAI DO",35.31,"CNY",177172674,-.01036982,"CN"
"2023-09-28","D75XSSAV4","LAI SI ENTERPRISE",.32,"HKD",400000000,0,"HK"
"2023-09-28","3HQ1KRHC5","HANGZHOU FIRST APP",28.56,"CNY",1864164585,.000350052,"CN"
"2023-09-28","3SMFT8VU1","ZHEJIANG MEDICINE",11.17,"CNY",964975000,-.00356824,"CN"
"2023-09-28","42JV1S9A1","SAILUN GROUP CO LT",12.61,"CNY",3120050829,.029387755,"CN"
"2023-09-28","4BG999NS2","MARKOR INTL HOME F",2.71,"CNY",1479542537,.003703778,"CN"
"2023-09-28","4MCPHT280","WESTERN MINING CO.",12.85,"CNY",2383000000,-.0069551,"CN"
"2023-09-28","AGPCFK837","NISSEN INC",584,"JPY",4070080,0,"JP"
"2023-09-28","HLWGLTTD1","ABLE ENGR HLDGS LT",.385,"HKD",2000000000,0,"HK"
"2023-09-28","A8GJ6XNJ0","MEGACHEM (TH) PCL",2.7,"THB",400000000,-.01459854,"TH"
"2023-09-28","AJCXFG1Z4","MEGACHEM (TH) PCL",2.7,"THB",400000000,-.0145985,"TH"
"2023-09-28","H3S74PUC3","FUSION CO LTD (JP)",565,"JPY",1440600,-.00877193,"JP"
"2023-09-28","HCPMC77U0","UNITED & COLLECTIV",1220,"JPY",3630800,-.00245298,"JP"
"2023-09-28","HNM1LQMA0","IMPERIAL RESOURCE.",.82,"PHP",652500000,.464285688,"PH"
"2023-09-28","ND82LF892","RATCHAPHRUEK HOSPI",6.35,"THB",546000000,-.0078125,"TH"
"2023-09-28","NP5GTXMR4","RATCHAPHRUEK HOSPI",6.35,"THB",546000000,-.00781239,"TH"
"2023-09-28","S16FN3AC1","VIETJET AVIATION J",99300,"VND",541611334,-.00401204,"VN"
"2023-09-28","SA3UVLPU6","EVN INTERNATIONAL",22800,"VND",36677130,0,"VN"
"2023-09-28","T4V3L4V89","JITF INFRALOGISTIC",423.05,"INR",25703706,.02421002,"IN"
"2023-09-28","13UFFXLY2","SHENZHEN KEDALI IN",96.18,"CNY",269381222,.00083232,"CN"
"2023-09-28","1CRUPFZF7","CHO LON INVESTMENT AND IMPORT EXPORT",14200,"VND",86600000,-.02068966,"VN"
"2023-09-28","1FRCZ8RZ0","CORDLIFE GROUP LTD",.43,"SGD",267525354,-.02272725,"SG"
"2023-09-28","YTXGL3836","VINACOMIN HA TU CO",12700,"VND",24569052,.007936508,"VN"
"2023-09-28","ZCSA24111","NEW PROVENANCE EVE",.011,"HKD",2.1084E+10,0,"HK"
"2023-09-28","CRMMCFSG5","ZHEJIANG MEIDA IND",10.67,"CNY",646051647,-.00093633,"CN"
"2023-09-28","D1K1LY5X6","YANTAI DONGCHENG B",16.63,"CNY",824595705,-.0053826,"CN"
"2023-09-28","DAGFUGKD6","GUANGDONG SUNWILL",4.48,"CNY",720000000,-.00222722,"CN"
"2023-09-28","X17NP6LL6","ARICH ENTERPRISE CO., LTD.",23.1,"TWD",74574000,.004347826,"TW"
"2023-09-28","PV6R92882","NINGBO EXCITON TEC",16.37,"CNY",263741550,.02697591,"CN"
"2023-09-28","WK8NWBLH4","SGSG SCIENCE&TECHN",12.55,"CNY",328107975,.013731824,"CN"
"2023-09-28","WU634UYY6","SHANGHAI LAIMU ELE",8.78,"CNY",426810818,.018561474,"CN"
"2023-09-28","N8CTUVQB9","WASHHOUSE CO LTD",275,"JPY",6919400,.003649635,"JP"
"2023-09-28","NJA83D3T9","CONCRETE AGGREGATE",33,"PHP",5388678,0,"PH"
"2023-09-28","UCLX159N5","LEYSEN JEWELRY INC",6.46,"CNY",344323840,.009375063,"CN"
"2023-09-28","UNJB8NP40","WUHAN JINGCE ELECT",90.63,"CNY",278145927,.091927771,"CN"
"2023-09-28","AGXTPQ4V9","DAMSAN JSC",13550,"VND",58394727,-.01811594,"VN"
"2023-09-28","RRJGNQTP9","SAIGON BEER ALCOHOL BEVERAGE CORPORATION",72400,"VND",1282562372,-.02294197,"VN"
"2023-09-28","5VN96P8R5","LAURUS LABS LTD",390.9,"INR",538650925,-.00799404,"IN"
"2023-09-28","AXW9DT337","SAIGON HOTEL CORP",26800,"VND",12364100,.011320755,"VN"
"2023-09-28","CZRA26F65","SHENZHEN KINWONG E",21.45,"CNY",841872422,.025334514,"CN"
"2023-09-28","D9NQ9PTN0","NINGBO PEACEBIRD F",18.69,"CNY",473929106,.005920398,"CN"
"2023-09-28","DKL4J7741","ANHUI KORRUN CO LT",16.33,"CNY",239791155,.003071438,"CN"
"2023-09-28","AFCDPNS40","CHINA SCIENCE PUBL",32.14,"CNY",790500000,-.0061842,"CN"
"2023-09-28","AQ9TX65L0","AUTEK CHINA INC",25.68,"CNY",897453068,-.02022182,"CN"
"2023-09-28","AZ785PK22","ZHEJIANG RONGSHE.E",14.73,"CNY",278431276,-.03092105,"CN"
"2023-09-28","B94ND6XJ1","FUJIAN TIANMA SCIE",16.3,"CNY",436134976,.012422169,"CN"
"2023-09-28","7UZJB5427","SGF CAPITAL PCL",.55,"THB",1310000000,-.01785712,"TH"
"2023-09-28","JXSYSGXU7","NATURAL COOL HOLDI",.03,"SGD",250447985,0,"SG"
"2023-09-28","GH7TNS8J1","FUJIAN HAIXIA ENVI",6.21,"CNY",534347631,.014705915,"CN"
"2023-09-28","GS57W9MZ7","ZHEJIANG MEILI HIG",11.3,"CNY",211074680,.028207552,"CN"
"2023-09-28","H22N4T1G3","SHANGHAI FULLHAN M",47.88,"CNY",230350574,.00842479,"CN"
"2023-09-28","12TFZY3N6","BANGKOK INSURANCE",296.25,"THB",106470000,0,"TH"
"2023-09-28","QCBJSX951","WILMAR INTERNATIONAL LTD ADR",27.21,"USD",640340100,0,"US"
"2023-09-28","WU6M6M1U4","TAINAN ENTERPRISE (CAYMAN) CO., LIMITED",78,"TWD",33372000,-.00255754,"TW"
"2023-09-28","KG77KHVJ7","SHANTOU DONGFENG P",4.04,"CNY",1842961016,.012531379,"CN"
"2023-09-28","KR4MT18Z9","BRINGSPRING SCIENC",4.78,"CNY",640557569,.01918981,"CN"
"2023-09-28","L1221JNG7","BEIJING LEADMAN BI",5.97,"CNY",544011487,-.00333881,"CN"
"2023-09-28","L9YG921X0","GUIYANG LONGMASTER",15.55,"CNY",337941402,.018336607,"CN"
"2023-09-28","LZJCGRWN3","SPECIALITY RESTAUR",195.05,"INR",47532657,-.01688508,"IN"
"2023-09-28","U9R3AYHT7","IHH HEALTHCARE BHD",1.7398,"SGD",8806991463,0,"SG"
"2023-09-28","2PRJDZ2Q3","INSURANCE AUSTRALIA GROUP LT ADR",18.7,"USD",487321400,.047032248,"US"
"2023-09-28","2YNXNHG65","TABCORP HLDGS LTD ADR",1.18,"USD",1141205500,-.09230752,"US"
"2023-09-28","38LBVZUN9","ORIENT OVERSEAS INTERNATL LT ADR",66.15,"USD",132074600,.005318997,"US"
"2023-09-28","3JHS4J846","CHIBA BK LTD ADR",37.38,"USD",163104200,0,"US"
"2023-09-28","3TF6C1ML0","YAMATO HLDGS CO LTD ADR",16.425,"USD",379825000,.00766871,"US"
"2023-09-28","4C8ZU2DJ3","ENEOS HLDGS INC ADR",8.636,"USD",1516425500,0,"US"
"2023-09-28","4N6F2KSZ4","WHARF HLDGS LTD ADR",4.82,"USD",1528013500,0,"US"
"2023-09-28","5718JLKX2","SURUGA BK LTD ADR",45.82,"USD",23213900,0,"US"
"2023-09-28","ZN1NSG5S0","SHANGHAI FOSUN PHA",18.32,"HKD",551940500,-.00542839,"HK"
"2023-09-28","TRXSBPA21","A C I INFOCOM",1.28,"INR",110490900,-.01538477,"IN"
"2023-09-28","MSFMNNT21","PATIDAR BUILDCON L",5.54,"INR",5500570,0,"IN"
"2023-09-28","G4KLGHHW5","DISCOVERY WORLD CO",1.29,"PHP",854000000,0,"PH"
"2023-09-28","H2QY5UA46","NIPPON AQUA CO LTD",1033,"JPY",34760000,.001939864,"JP"
"2023-09-28","PL9LKDVQ1","ARNOLD HOLDINGS LT",19.04,"INR",30075000,.046154019,"IN"
"2023-09-28","PV6ZSX968","LU HAI HOLDING CORP.",30,"TWD",99403000,.001669449,"TW"
"2023-09-28","Q54F1FNN5","AMCAD BIOMED CORPORATION",21,"TWD",53236000,-.00943396,"TW"
"2023-09-28","GSDXPAKQ8","REDCO PROPERTIES G",1.33,"HKD",3551609322,0,"HK"
"2023-09-28","X5DQN4VB1","HOTMAN CO LTD",625,"JPY",7275500,-.03697997,"JP"
"2023-09-28","TV3ATVZM1","MANGALAM INDUSTRIA",3.95,"INR",961643500,-.01741306,"IN"
"2023-09-28","U4ZR2DD32","RAUNAQ EPC INTERNA",34,"INR",3343243,.009201454,"IN"
"2023-09-28","2QJGD4QN6","HARBIN BANK CO LTD",.243,"HKD",1.0996E+10,.01673619,"HK"
"2023-09-28","CMTMLRSS7","ACORN CAPITAL INVE",.98,"AUD",87351616,.010309268,"AU"
"2023-09-28","Q1UG1HGZ0","CROISSANCE LTD",3.78,"INR",68548000,-.01818192,"IN"
"2023-09-28","QLP9HJ8X1","INCEPTUM ENTERPRIS",9.5,"INR",4111400,0,"IN"
"2023-09-28","775FN7364","PACE DEVELOPMENT",3.2865,"THB",1.4373E+10,0,"TH"
"2023-09-28","9QF5RTLD4","SOUTHERN HYDROPOWE",29400,"VND",101206352,.003412969,"VN"
"2023-09-28","F41M93P21","POWER WIND HEALTH INDUSTRY INCORPORATED",129,"TWD",79395000,-.01901141,"TW"
"2023-09-28","Q9YNRZ6L8","MINDA CORP LTD",330.7,"INR",239079428,.006237914,"IN"
"2023-09-28","QKW2ZHL27","SHEMAROO ENTERTAIN",131.75,"INR",27182789,-.02803401,"IN"
"2023-09-28","UTCUJ37Z5","SDM EDUCATION GROU",.045,"HKD",686400000,0,"HK"
"2023-09-28","CY65L13C2","GHANDHARA TYRE AND",22.75,"PKR",121933350,-.00263034,"PK"
"2023-09-28","4QX81B555","NINGBO JIFENG AUTO",14.74,"CNY",1150582500,.027893931,"CN"
"2023-09-28","4ZUN8UJM4","WELL LEAD MEDICAL",12.78,"CNY",293322218,-.00078186,"CN"
"2023-09-28","RKHKFL9D6","TERRASKY CO LTD",2029,"JPY",12863180,.010458167,"JP"
"2023-09-28","D6J5TH434","SALEE PRINTING PCL",.41,"THB",1200000000,-.02380952,"TH"
"2023-09-28","92FJ9Q2Y8","SOUTH32 LTD",41.08,"ZAR",4545413695,.037111865,"ZA"
"2023-09-28","HDRDCTTY6","GUOEN HOLDINGS LTD",.206,"HKD",166720000,0,"HK"
"2023-09-28","3C8JBNAU3","UNIQUE ENGINEERING",3.04,"THB",1081016253,-.00653595,"TH"
"2023-09-28","51RZRQNN6","BIT BROTHER LTD",.51,"USD",10373000,.036585318,"US"
"2023-09-28","S2CCNKBN6","KUOBROTHERS CORP.",15.2,"TWD",34093000,0,"TW"
"2023-09-28","XWP2LAJH1","LADPRAO GEN HOSPIT",4.98,"THB",720000000,0,"TH"
"2023-09-28","Y6LGTTWY9","LADPRAO GEN HOSPIT",4.98,"THB",720000000,0,"TH"
"2023-09-28","YGHW2BAF0","LADPRAO GEN HOSPIT",4.87,"THB",720000000,0,"TH"
"2023-09-28","CFSUN28Y7","ZHONGHUA GAS HLDGS",.11,"HKD",3666936000,0,"HK"
"2023-09-28","28A9VZUQ0","IDICO URBAN AND HO",32300,"VND",8000000,.001550388,"VN"
"2023-09-28","2J7Q4J867","AN PHU IRRADIATION",11000,"VND",19905025,.018518519,"VN"
"2023-09-28","2T54C1MN3","CUCHI COMMERCIAL A",20850,"VND",17541105,0,"VN"
"2023-09-28","332JLK142","CHO LON WATER SUP",35000,"VND",13000000,-.01408451,"VN"
"2023-09-28","3BYXU2DL7","LOGISTICS VICEM JS",9600,"VND",13104000,-.00826446,"VN"
"2023-09-28","3MWC2KT27","MHC JOINT STOCK CO",8810,"VND",41406844,-.02111111,"VN"
"2023-09-28","3WTSA36J1","DUYENHAI MULTI MOD",11750,"VND",18711000,.068181818,"VN"
"2023-09-28","46R6JLKZ6","TAICERA ENTERPRISE",3400,"VND",45425142,-.05555556,"VN"
"2023-09-28","4GNLS3YG2","KOJI PROPERTY INV",6060,"VND",60867241,-.02884615,"VN"
